model,layer,corr,acc
clip_vit,visual.transformer.resblocks.2.ln_2,0.00287214056827207,0.5067857142857144
clip_vit,visual.transformer.resblocks.3.ln_2,0.10548336729300851,0.5067857142857144
clip_vit,visual.transformer.resblocks.4.ln_2,0.10147024819502862,0.5144047619047619
clip_vit,visual.transformer.resblocks.5.ln_2,0.0656038479360453,0.5360714285714285
clip_vit,visual.transformer.resblocks.6.ln_2,0.025853339330788715,0.5650000000000001
clip_vit,visual.transformer.resblocks.7.ln_2,0.017492483453092195,0.5922619047619049
clip_vit,visual.transformer.resblocks.8.ln_2,0.058333460280390236,0.6216666666666667
clip_vit,visual.transformer.resblocks.9.ln_2,0.015765342143512148,0.65
clip_vit,visual.transformer.resblocks.10.ln_2,-0.028057689408219687,0.653690476190476
clip_vit,top,-0.04420954518939519,0.9883333333333334
