sub,sex,age,cond,duration,acc,rt,age_group,speed
6049,M,5.72,complete,0.1,0.8421052631578947,5.838625,5yrold,fast
6049,M,5.72,complete,0.15,1.0,6.796666666666667,5yrold,fast
6049,M,5.72,complete,0.2,1.0,4.229233333333333,5yrold,slow
6049,M,5.72,complete,0.25,1.0,6.081500000000001,5yrold,slow
6049,M,5.72,complete,0.3,1.0,5.17395,5yrold,intro
6050,M,5.9,perturbed,0.1,0.7142857142857143,5.49716,5yrold,fast
6050,M,5.9,perturbed,0.15,0.8333333333333334,4.9261800000000004,5yrold,fast
6050,M,5.9,perturbed,0.2,0.8,5.84165,5yrold,slow
6050,M,5.9,perturbed,0.25,1.0,4.388066666666667,5yrold,slow
6050,M,5.9,perturbed,0.3,1.0,4.65535,5yrold,intro
6051,F,5.2,deleted,0.1,1.0,6.916542857142857,5yrold,fast
6051,F,5.2,deleted,0.15,1.0,9.724266666666667,5yrold,fast
6051,F,5.2,deleted,0.2,0.8,6.873125,5yrold,slow
6051,F,5.2,deleted,0.25,1.0,6.504333333333332,5yrold,slow
6051,F,5.2,deleted,0.3,0.6666666666666666,7.1717125,5yrold,intro
6052,M,5.16,complete,0.1,0.8,4.9370875,5yrold,fast
6052,M,5.16,complete,0.15,0.6666666666666666,12.504275,5yrold,fast
6052,M,5.16,complete,0.2,0.8333333333333334,4.97966,5yrold,slow
6052,M,5.16,complete,0.25,0.8333333333333334,5.42982,5yrold,slow
6052,M,5.16,complete,0.3,1.0,2.1906,5yrold,intro
6053,M,5.95,perturbed,0.1,1.0,5.3835499995,5yrold,fast
6053,M,5.95,perturbed,0.15,0.7142857142857143,4.7737800002,5yrold,fast
6053,M,5.95,perturbed,0.2,0.7,4.561457142857143,5yrold,slow
6053,M,5.95,perturbed,0.25,0.7777777777777778,4.684728571714286,5yrold,slow
6053,M,5.95,perturbed,0.3,1.0,4.4597999999999995,5yrold,intro
6054,F,5.66,deleted,0.1,0.75,5.347777777777777,5yrold,fast
6054,F,5.66,deleted,0.15,0.7142857142857143,5.09632,5yrold,fast
6054,F,5.66,deleted,0.2,0.8,8.388225,5yrold,slow
6054,F,5.66,deleted,0.25,0.75,6.437266666666667,5yrold,slow
6054,F,5.66,deleted,0.3,1.0,5.088749999999999,5yrold,intro
6055,M,5.87,complete,0.1,1.0,5.057170588235294,5yrold,fast
6055,M,5.87,complete,0.15,0.8,4.6164,5yrold,fast
6055,M,5.87,complete,0.2,1.0,4.359133333333333,5yrold,slow
6055,M,5.87,complete,0.25,1.0,4.964766666666667,5yrold,slow
6055,M,5.87,complete,0.3,1.0,4.4968,5yrold,intro
6056,M,5.72,perturbed,0.1,0.8421052631578947,4.46181875,5yrold,fast
6056,M,5.72,perturbed,0.15,1.0,4.216466666666666,5yrold,fast
6056,M,5.72,perturbed,0.2,1.0,4.6014333333333335,5yrold,slow
6056,M,5.72,perturbed,0.25,1.0,4.3546000000000005,5yrold,slow
6056,M,5.72,perturbed,0.3,1.0,5.215450000000001,5yrold,intro
6057,M,5.57,deleted,0.15,0.5555555555555556,6.03106,5yrold,fast
6057,M,5.57,deleted,0.2,0.75,5.489283333333333,5yrold,slow
6057,M,5.57,deleted,0.25,0.6363636363636364,5.747157142857143,5yrold,slow
6057,M,5.57,deleted,0.3,1.0,6.12875,5yrold,intro
6058,F,5.38,complete,0.1,0.8,5.1339250000000005,5yrold,fast
6058,F,5.38,complete,0.15,0.7142857142857143,7.35348,5yrold,fast
6058,F,5.38,complete,0.2,1.0,5.109633333333333,5yrold,slow
6058,F,5.38,complete,0.25,1.0,5.492933333333333,5yrold,slow
6058,F,5.38,complete,0.3,1.0,5.4425,5yrold,intro
6060,M,4.54,complete,0.1,0.8461538461538461,3.4963636363636366,4yrold,fast
6060,M,4.54,complete,0.15,0.7777777777777778,7.748857142857143,4yrold,fast
6060,M,4.54,complete,0.2,1.0,6.333666666666667,4yrold,slow
6060,M,4.54,complete,0.25,1.0,1.3413333333333333,4yrold,slow
6060,M,4.54,complete,0.3,1.0,1.55,4yrold,intro
6061,F,4.52,perturbed,0.1,0.6363636363636364,6.8132,4yrold,fast
6061,F,4.52,perturbed,0.15,0.75,6.439266666666666,4yrold,fast
6061,F,4.52,perturbed,0.2,0.6666666666666666,6.189225,4yrold,slow
6061,F,4.52,perturbed,0.25,1.0,7.097266666666667,4yrold,slow
6061,F,4.52,perturbed,0.3,1.0,7.2247,4yrold,intro
6063,F,4.99,complete,0.1,0.8,5.789083333333333,4yrold,fast
6063,F,4.99,complete,0.15,1.0,4.809966666666667,4yrold,fast
6063,F,4.99,complete,0.2,1.0,5.169933333333334,4yrold,slow
6063,F,4.99,complete,0.25,0.7142857142857143,5.723999999999999,4yrold,slow
6063,F,4.99,complete,0.3,1.0,5.56645,4yrold,intro
6064,M,4.61,perturbed,0.1,0.75,7.022833333333334,4yrold,fast
6064,M,4.61,perturbed,0.15,0.6666666666666666,6.5073,4yrold,fast
6064,M,4.61,perturbed,0.2,0.7142857142857143,11.125,4yrold,slow
6064,M,4.61,perturbed,0.25,1.0,7.5477,4yrold,slow
6064,M,4.61,perturbed,0.3,1.0,18.62775,4yrold,intro
6066,M,4.33,complete,0.1,0.6428571428571429,5.295355555555556,4yrold,fast
6066,M,4.33,complete,0.15,1.0,4.7843333333333335,4yrold,fast
6066,M,4.33,complete,0.2,1.0,6.385266666666666,4yrold,slow
6066,M,4.33,complete,0.25,0.75,6.494199999999999,4yrold,slow
6066,M,4.33,complete,0.3,1.0,6.12425,4yrold,intro
6069,M,4.5,complete,0.1,0.631578947368421,4.633933333333333,4yrold,fast
6069,M,4.5,complete,0.15,1.0,4.9075,4yrold,fast
6069,M,4.5,complete,0.2,1.0,8.843366666666666,4yrold,slow
6069,M,4.5,complete,0.25,1.0,1.0912333333333333,4yrold,slow
6069,M,4.5,complete,0.3,1.0,2.4882999999999997,4yrold,intro
6072,M,4.58,complete,0.1,0.5882352941176471,6.4208799999999995,4yrold,fast
6072,M,4.58,complete,0.15,1.0,6.371099999999999,4yrold,fast
6072,M,4.58,complete,0.2,1.0,7.5630999999999995,4yrold,slow
6072,M,4.58,complete,0.25,0.8,10.114375,4yrold,slow
6072,M,4.58,complete,0.3,1.0,5.66845,4yrold,intro
6073,F,4.96,perturbed,0.1,0.5,8.667125,4yrold,fast
6073,F,4.96,perturbed,0.15,0.6666666666666666,5.736,4yrold,fast
6073,F,4.96,perturbed,0.2,1.0,9.588666666666667,4yrold,slow
6073,F,4.96,perturbed,0.25,1.0,5.130999999999999,4yrold,slow
6073,F,4.96,perturbed,0.3,1.0,7.022,4yrold,intro
6074,M,4.14,deleted,0.1,0.6666666666666666,5.93515,4yrold,fast
6074,M,4.14,deleted,0.15,0.375,7.574633333333334,4yrold,fast
6074,M,4.14,deleted,0.2,0.625,5.968960000000001,4yrold,slow
6074,M,4.14,deleted,0.25,0.8333333333333334,8.436919999999999,4yrold,slow
6074,M,4.14,deleted,0.3,1.0,5.39965,4yrold,intro
6075,F,3.64,complete,0.1,0.6875,5.2393,3yrold,fast
6075,F,3.64,complete,0.15,0.75,5.3328999999999995,3yrold,fast
6075,F,3.64,complete,0.2,0.8,2.593825,3yrold,slow
6075,F,3.64,complete,0.25,1.0,5.594533333333334,3yrold,slow
6075,F,3.64,complete,0.3,1.0,3.8756500000000003,3yrold,intro
6078,F,3.85,complete,0.1,0.6875,8.145554545454546,3yrold,fast
6078,F,3.85,complete,0.15,1.0,10.2983,3yrold,fast
6078,F,3.85,complete,0.2,0.6666666666666666,8.0271,3yrold,slow
6078,F,3.85,complete,0.25,1.0,5.334599999999999,3yrold,slow
6078,F,3.85,complete,0.3,1.0,4.14265,3yrold,intro
6080,F,3.88,deleted,0.2,0.45454545454545453,7.69382,3yrold,slow
6080,F,3.88,deleted,0.25,0.5882352941176471,9.52714,3yrold,slow
6080,F,3.88,deleted,0.3,1.0,11.38275,3yrold,intro
6081,M,3.46,complete,0.1,0.5,6.6688833333333335,3yrold,fast
6081,M,3.46,complete,0.15,0.625,5.22126,3yrold,fast
6081,M,3.46,complete,0.2,1.0,5.9699333333333335,3yrold,slow
6081,M,3.46,complete,0.25,0.8,3.495475,3yrold,slow
6081,M,3.46,complete,0.3,1.0,2.6667500000000004,3yrold,intro
6082,M,3.72,perturbed,0.1,0.8571428571428571,17.486250000000002,3yrold,fast
6082,M,3.72,perturbed,0.15,1.0,8.643333333333333,3yrold,fast
6082,M,3.72,perturbed,0.2,0.5714285714285714,7.800000000000001,3yrold,slow
6082,M,3.72,perturbed,0.25,0.75,6.436,3yrold,slow
6082,M,3.72,perturbed,0.3,1.0,29.18,3yrold,intro
6085,F,3.99,perturbed,0.1,0.42857142857142855,5.680433333333333,3yrold,fast
6085,F,3.99,perturbed,0.15,0.625,27.63918,3yrold,fast
6085,F,3.99,perturbed,0.2,1.0,5.669766666666667,3yrold,slow
6085,F,3.99,perturbed,0.25,1.0,9.160633333333333,3yrold,slow
6085,F,3.99,perturbed,0.3,1.0,6.2631499999999996,3yrold,intro
6089,F,3.06,deleted,0.2,0.5263157894736842,9.835899999999999,3yrold,slow
6089,F,3.06,deleted,0.25,0.6666666666666666,7.335999999999999,3yrold,slow
6089,F,3.06,deleted,0.3,1.0,7.611000000000001,3yrold,intro
6090,M,5.91,deleted,0.15,0.5,4.1165,5yrold,fast
6090,M,5.91,deleted,0.2,0.5,6.6285,5yrold,slow
6090,M,5.91,deleted,0.25,0.5833333333333334,5.447328571428572,5yrold,slow
6090,M,5.91,deleted,0.3,1.0,3.89135,5yrold,intro
6091,M,5.54,complete,0.1,0.8947368421052632,5.741235294117647,5yrold,fast
6091,M,5.54,complete,0.15,1.0,5.274333333333334,5yrold,fast
6091,M,5.54,complete,0.2,1.0,5.317333333333333,5yrold,slow
6091,M,5.54,complete,0.25,1.0,14.504333333333333,5yrold,slow
6091,M,5.54,complete,0.3,1.0,6.1045,5yrold,intro
6092,F,5.54,perturbed,0.1,0.9473684210526315,5.566777777777777,5yrold,fast
6092,F,5.54,perturbed,0.15,1.0,4.642666666666667,5yrold,fast
6092,F,5.54,perturbed,0.2,1.0,5.485666666666667,5yrold,slow
6092,F,5.54,perturbed,0.25,1.0,4.9910000000000005,5yrold,slow
6092,F,5.54,perturbed,0.3,1.0,5.726,5yrold,intro
6093,F,5.56,deleted,0.1,0.75,6.2564166666666665,5yrold,fast
6093,F,5.56,deleted,0.15,1.0,6.054666666666667,5yrold,fast
6093,F,5.56,deleted,0.2,0.75,5.633666666666667,5yrold,slow
6093,F,5.56,deleted,0.25,0.6,5.415666666666667,5yrold,slow
6093,F,5.56,deleted,0.3,1.0,6.357,5yrold,intro
6094,F,5.15,complete,0.1,0.4444444444444444,13.440075,5yrold,fast
6094,F,5.15,complete,0.15,0.6923076923076923,4.842355555555556,5yrold,fast
6094,F,5.15,complete,0.2,1.0,1.8315333333333335,5yrold,slow
6094,F,5.15,complete,0.25,1.0,1.8399,5yrold,slow
6094,F,5.15,complete,0.3,1.0,2.0401,5yrold,intro
6099,F,5.38,deleted,0.1,0.6111111111111112,6.812336363636363,5yrold,fast
6099,F,5.38,deleted,0.15,0.75,6.444566666666667,5yrold,fast
6099,F,5.38,deleted,0.2,1.0,10.469533333333333,5yrold,slow
6099,F,5.38,deleted,0.25,1.0,2.829333333333333,5yrold,slow
6099,F,5.38,deleted,0.3,1.0,4.3364,5yrold,intro
6100,F,5.54,complete,0.1,0.9473684210526315,3.887544444444445,5yrold,fast
6100,F,5.54,complete,0.15,1.0,2.1496,5yrold,fast
6100,F,5.54,complete,0.2,1.0,2.1838,5yrold,slow
6100,F,5.54,complete,0.25,1.0,2.7839333333333336,5yrold,slow
6100,F,5.54,complete,0.3,1.0,1.98235,5yrold,intro
6101,M,5.05,perturbed,0.1,0.5625,5.757044444444444,5yrold,fast
6101,M,5.05,perturbed,0.15,1.0,4.134666666666667,5yrold,fast
6101,M,5.05,perturbed,0.2,1.0,1.8594666666666668,5yrold,slow
6101,M,5.05,perturbed,0.25,0.8333333333333334,3.89514,5yrold,slow
6101,M,5.05,perturbed,0.3,1.0,12.46905,5yrold,intro
6102,F,5.6,deleted,0.1,0.625,6.597799999999999,5yrold,fast
6102,F,5.6,deleted,0.15,0.6,5.889566666666667,5yrold,fast
6102,F,5.6,deleted,0.2,1.0,7.456099999999999,5yrold,slow
6102,F,5.6,deleted,0.25,0.7142857142857143,6.25084,5yrold,slow
6102,F,5.6,deleted,0.3,1.0,7.39705,5yrold,intro
6104,F,5.71,perturbed,0.1,0.8571428571428571,3.0906583333333333,5yrold,fast
6104,F,5.71,perturbed,0.15,1.0,3.4194333333333335,5yrold,fast
6104,F,5.71,perturbed,0.2,1.0,1.1538333333333333,5yrold,slow
6104,F,5.71,perturbed,0.25,1.0,2.799533333333333,5yrold,slow
6104,F,5.71,perturbed,0.3,0.7142857142857143,2.8158000000000003,5yrold,intro
6105,M,4.53,complete,0.1,0.9285714285714286,6.155469230769231,4yrold,fast
6105,M,4.53,complete,0.15,1.0,5.861966666666667,4yrold,fast
6105,M,4.53,complete,0.2,0.7142857142857143,5.714499999999999,4yrold,slow
6105,M,4.53,complete,0.25,0.75,5.713233333333334,4yrold,slow
6105,M,4.53,complete,0.3,1.0,5.6684,4yrold,intro
6106,F,4.64,perturbed,0.1,0.6428571428571429,4.927566666666667,4yrold,fast
6106,F,4.64,perturbed,0.15,0.75,3.66085,4yrold,fast
6106,F,4.64,perturbed,0.2,1.0,3.282966666666667,4yrold,slow
6106,F,4.64,perturbed,0.25,1.0,3.9736333333333334,4yrold,slow
6106,F,4.64,perturbed,0.3,1.0,4.83635,4yrold,intro
6107,M,4.9,deleted,0.1,1.0,5.4276,4yrold,fast
6107,M,4.9,deleted,0.15,0.6666666666666666,5.293733333333333,4yrold,fast
6107,M,4.9,deleted,0.2,1.0,5.114866666666667,4yrold,slow
6107,M,4.9,deleted,0.25,0.6666666666666666,5.5003125,4yrold,slow
6107,M,4.9,deleted,0.3,0.8,8.94625,4yrold,intro
6114,F,4.21,complete,0.1,0.5263157894736842,8.0149,4yrold,fast
6114,F,4.21,complete,0.15,1.0,22.215666666666667,4yrold,fast
6114,F,4.21,complete,0.2,1.0,5.267,4yrold,slow
6114,F,4.21,complete,0.25,1.0,5.503333333333333,4yrold,slow
6114,F,4.21,complete,0.3,1.0,4.634,4yrold,intro
6116,F,4.23,deleted,0.1,0.75,7.55991111111111,4yrold,fast
6116,F,4.23,deleted,0.15,0.75,5.889233333333333,4yrold,fast
6116,F,4.23,deleted,0.2,0.8,7.428025,4yrold,slow
6116,F,4.23,deleted,0.25,0.7142857142857143,6.2782,4yrold,slow
6116,F,4.23,deleted,0.3,1.0,7.0697,4yrold,intro
6124,F,3.83,perturbed,0.15,0.5833333333333334,7.006428571428572,3yrold,fast
6124,F,3.83,perturbed,0.2,0.6923076923076923,7.810777777777777,3yrold,slow
6124,F,3.83,perturbed,0.25,1.0,5.896999999999999,3yrold,slow
6124,F,3.83,perturbed,0.3,1.0,7.068,3yrold,intro
6132,M,3.9,complete,0.1,0.7692307692307693,7.7911,3yrold,fast
6132,M,3.9,complete,0.15,0.75,5.6003333333333325,3yrold,fast
6132,M,3.9,complete,0.2,1.0,6.299333333333333,3yrold,slow
6132,M,3.9,complete,0.25,0.75,6.700500000000001,3yrold,slow
6132,M,3.9,complete,0.3,1.0,6.78,3yrold,intro
6133,F,3.37,perturbed,0.1,0.6875,5.768245454545454,3yrold,fast
6133,F,3.37,perturbed,0.15,0.8333333333333334,8.32638,3yrold,fast
6133,F,3.37,perturbed,0.2,1.0,5.318933333333334,3yrold,slow
6133,F,3.37,perturbed,0.25,1.0,5.084233333333334,3yrold,slow
6133,F,3.37,perturbed,0.3,1.0,7.312,3yrold,intro
6136,F,4.77,deleted,0.1,0.5,4.837,4yrold,fast
6136,F,4.77,deleted,0.15,1.0,4.803333333333334,4yrold,fast
6136,F,4.77,deleted,0.2,1.0,4.269666666666667,4yrold,slow
6136,F,4.77,deleted,0.25,0.6,4.874666666666666,4yrold,slow
6136,F,4.77,deleted,0.3,0.7142857142857143,5.6288,4yrold,intro
6137,M,3.99,perturbed,0.1,0.8421052631578947,3.5490625,3yrold,fast
6137,M,3.99,perturbed,0.15,1.0,5.153666666666667,3yrold,fast
6137,M,3.99,perturbed,0.2,1.0,1.8706666666666667,3yrold,slow
6137,M,3.99,perturbed,0.25,1.0,2.055,3yrold,slow
6137,M,3.99,perturbed,0.3,1.0,1.9125,3yrold,intro
60972,M,5.13,complete,0.1,0.8421052631578947,2.8038625,5yrold,fast
60972,M,5.13,complete,0.15,1.0,1.6005333333333336,5yrold,fast
60972,M,5.13,complete,0.2,1.0,2.9723333333333333,5yrold,slow
60972,M,5.13,complete,0.25,1.0,3.8801,5yrold,slow
60972,M,5.13,complete,0.3,1.0,5.4715,5yrold,intro
60682,F,4.3,deleted,0.1,0.6842105263157895,1.5992307692307692,4yrold,fast
60682,F,4.3,deleted,0.15,1.0,4.633566666666666,4yrold,fast
60682,F,4.3,deleted,0.2,1.0,2.0241000000000002,4yrold,slow
60682,F,4.3,deleted,0.25,1.0,2.5199333333333334,4yrold,slow
60682,F,4.3,deleted,0.3,1.0,3.70925,4yrold,intro
