model,classifier,condition,acc
clip_resnet_15m,NC,IC,0.7993333333333333
clip_resnet_15m,NC,IC,0.8043333333333333
clip_resnet_15m,NC,IC,0.814
clip_resnet_15m,NC,IC,0.8153333333333334
clip_resnet_15m,NC,IC,0.811
clip_resnet_15m,NC,IC,0.8166666666666667
clip_resnet_15m,NC,IC,0.823
clip_resnet_15m,NC,IC,0.808
clip_resnet_15m,NC,IC,0.8186666666666667
clip_resnet_15m,NC,IC,0.821
clip_resnet_15m,NC,IC,0.8053333333333333
clip_resnet_15m,NC,IC,0.8156666666666667
clip_resnet_15m,SVM,IC,0.8946666666666667
clip_resnet_15m,SVM,IC,0.9076666666666666
clip_resnet_15m,SVM,IC,0.897
clip_resnet_15m,SVM,IC,0.897
clip_resnet_15m,SVM,IC,0.9003333333333333
clip_resnet_15m,SVM,IC,0.8923333333333333
clip_resnet_15m,SVM,IC,0.8986666666666666
clip_resnet_15m,SVM,IC,0.905
clip_resnet_15m,SVM,IC,0.888
clip_resnet_15m,SVM,IC,0.89
clip_resnet_15m,SVM,IC,0.9023333333333333
clip_resnet_15m,SVM,IC,0.8926666666666667
clip_resnet_15m,SVM,IC,0.8943333333333333
clip_resnet_15m,SVM,IC,0.9086666666666666
clip_resnet_15m,SVM,IC,0.8963333333333333
clip_resnet_15m,SVM,IC,0.9013333333333333
clip_resnet_15m,SVM,IC,0.8996666666666666
clip_resnet_15m,SVM,IC,0.8926666666666667
clip_resnet_15m,SVM,IC,0.8936666666666667
clip_resnet_15m,SVM,IC,0.899
clip_resnet_15m,Ridge,IC,0.8806666666666667
clip_resnet_15m,Ridge,IC,0.8943333333333333
clip_resnet_15m,Ridge,IC,0.888
clip_resnet_15m,Ridge,IC,0.8883333333333333
clip_resnet_15m,Ridge,IC,0.8893333333333333
clip_resnet_15m,Ridge,IC,0.882
clip_resnet_15m,Ridge,IC,0.8813333333333333
clip_resnet_15m,Ridge,IC,0.894
clip_resnet_15m,Ridge,IC,0.8733333333333333
clip_resnet_15m,Ridge,IC,0.8766666666666667
clip_resnet_15m,Ridge,IC,0.8896666666666667
clip_resnet_15m,Ridge,IC,0.886
clip_resnet_15m,Ridge,IC,0.8793333333333333
clip_resnet_15m,Ridge,IC,0.888
clip_resnet_15m,Ridge,IC,0.8896666666666667
clip_resnet_15m,Ridge,IC,0.8873333333333333
clip_resnet_15m,Ridge,IC,0.8863333333333333
clip_resnet_15m,Ridge,IC,0.8836666666666667
clip_resnet_15m,Ridge,IC,0.8823333333333333
clip_resnet_15m,Ridge,IC,0.8893333333333333
