fish,frog,0.5,0.3,0.6
fish,hand,0.5,0.5,0.5
fish,rabbit,0.7,0.7,0.6
fish,squirrel,0.5,0.5,0.6
fish,turtle,0.5,0.5,0.5
flower,fork,0.9,0.6,0.9
flower,guitar,0.8,0.5,0.6
flower,key,0.9,0.8,0.6
flower,kite,0.6,0.5,0.6
flower,lamp,0.8,0.7,0.8
flower,leaf,0.5,0.5,0.4
flower,spoon,0.9,0.7,0.7
flower,tree,0.6,0.5,0.5
flower,truck,0.5,0.5,0.9
flower,umbrella,0.5,0.4,0.5
foot,frog,0.5,0.5,0.6
foot,hand,0.5,0.5,0.5
foot,rabbit,0.6,0.5,0.7
foot,squirrel,0.5,0.5,0.5
foot,turtle,0.5,0.5,0.5
fork,guitar,0.5,0.6,0.6
fork,key,0.6,0.6,0.7
fork,kite,0.5,0.4,0.5
fork,lamp,0.6,0.5,0.6
fork,leaf,0.8,0.8,0.8
fork,spoon,0.5,0.5,0.5
fork,tree,0.7,0.6,0.9
fork,truck,0.5,0.5,0.7
fork,umbrella,0.8,0.5,0.5
frog,hand,0.5,0.5,0.5
frog,rabbit,0.5,0.5,0.5
frog,squirrel,0.7,0.5,0.6
frog,turtle,0.5,0.5,0.7
hand,rabbit,0.7,0.8,0.7
hand,squirrel,0.5,0.5,0.5
hand,turtle,0.5,0.5,0.5
guitar,key,0.5,0.2,0.5
guitar,kite,0.7,0.5,0.5
guitar,lamp,0.5,0.4,0.6
guitar,leaf,0.9,0.7,0.8
guitar,spoon,0.5,0.5,0.6
guitar,tree,0.9,0.4,0.5
guitar,truck,0.5,0.5,0.6
guitar,umbrella,0.8,0.6,0.5
key,kite,0.6,0.6,0.7
key,lamp,0.6,0.4,0.5
key,leaf,1.0,1.0,1.0
key,spoon,0.6,0.5,0.6
key,tree,0.6,0.2,0.6
key,truck,0.5,0.5,0.5
key,umbrella,0.5,0.5,0.5
kite,lamp,0.7,0.7,0.7
kite,leaf,0.5,0.5,0.5
kite,spoon,0.5,0.5,0.5
kite,tree,0.5,0.5,0.7
kite,truck,0.5,0.5,0.8
kite,umbrella,0.5,0.5,0.5
lamp,leaf,0.9,1.0,0.8
lamp,spoon,0.5,0.5,0.6
lamp,tree,0.9,0.6,0.9
lamp,truck,0.5,0.5,0.6
lamp,umbrella,0.5,0.6,0.6
leaf,spoon,0.9,1.0,1.0
leaf,tree,0.5,0.5,0.4
leaf,truck,0.5,0.6,1.0
leaf,umbrella,0.5,0.6,0.5
rabbit,squirrel,0.5,0.5,0.5
rabbit,turtle,0.5,0.5,0.5
spoon,tree,0.8,0.5,0.6
spoon,truck,0.5,0.6,0.9
spoon,umbrella,0.7,0.6,0.4
squirrel,turtle,0.5,0.6,0.7
tree,truck,0.5,0.5,0.6
tree,umbrella,0.7,0.5,0.5
truck,umbrella,0.7,0.5,0.9
